,chinese,english
4385,他不喜歡我們。,He does not like us.
4386,他開車速度非常快。,He drives very fast.
4387,他加入了陸軍。,He entered the army.
4388,他向那位女士問好。,He greeted the lady.
4389,他有一張圓臉。,He has a round face.
4390,他有自己的房間。,He has his own room.
4391,他已經失去了他的工作。,He has lost his job.
4392,他討厭坐飛機旅行。,He hates air travel.
4393,他是個有教養的人。,He is a learned man.
4394,他今天在家。,He is at home today.
4395,他很擅長橄欖球。,He is good at rugby.
4396,他是我的一位老朋友。,He is my old friend.
4397,他是我的老朋友。,He is my old friend.
4398,他不信教。,He is not religious.
4399,他在演奏音樂。,He is playing music.
4400,他正在散步。,He is taking a walk.
4401,他說謊。,He is telling a lie.
4402,他信守了他的承諾。,He kept his promise.
4403,他一小時前走了。,He left an hour ago.
4404,他喜歡冒險。,He likes adventures.
4405,他一個人生活。,He lives by himself.
4406,他獨自生活。,He lives by himself.
4407,他居住在英格蘭。,He lives in England.
4408,他看起來很可疑。,He looks suspicious.
4409,他可能不高興。,He may not be happy.
4410,他舉起了他的手。,He raised his hands.
4411,他向那位女士問好。,He saluted the lady.
4412,他坐在長凳上。,He sat on the bench.
4413,他看起來很有錢。,He seems to be rich.
4414,他好像病了。,He seems to be sick.
4415,他每天刮鬍子。,He shaves every day.
4416,他本該來的。,He should have come.
4417,他應該感謝您。,He should thank you.
4418,他被選為隊長。,He was made captain.
4419,他非常有耐心。,He was very patient.
4420,他從頭到腳都溼了。,He was wet all over.
4421,他工作很努力。,He worked very hard.
4422,他寫了一封信。,He wrote one letter.
4423,他寫了這份報告。,He wrote the report.
4424,他永遠不會打敗我的。,He'll never beat me.
4425,他是個日本少年。,He's a Japanese boy.
4426,他怕狗。,He's afraid of dogs.
4427,他總是在笑。,He's always smiling.
4428,他在全力以赴。,He's doing his best.
4429,他在廚房。,He's in the kitchen.
4430,他在玩俄羅斯方塊。,He's playing Tetris.
4431,他比我高。,He's taller than me.
4432,他是長子。,He's the oldest son.
4433,他是最年長的兒子。,He's the oldest son.
4434,她臉紅了。,Her face turned red.
4435,她兒子是個天才。,Her son is a genius.
4436,這是你零錢。,Here is your change.
4437,以下是我們怎麼做的。,Here's how we do it.
4438,這是你的布丁。,Here's your pudding.
4439,他的自行車是藍色的。,His bicycle is blue.
4440,他的演說打動了我們。,His speech moved us.
4441,我多麼想念你！,How I've missed you!
4442,泰國菜怎麼樣？,How about Thai food?
4443,你感覺如何？,How are you feeling?
4444,我怎麼到那裡去？,How can I get there?
4445,我怎麼聯繫你？,How can I reach you?
4446,我怎樣才能連絡到你?,How can I reach you?
4447,我們怎樣才可以救湯姆？,How can we save Tom?
4448,那你是怎麼做的？,How did you do that?
4449,你現在感覺如何？,How do you feel now?
4450,我們有多遠了？,How far away are we?
4451,學校怎麼樣？,How is it at school?
4452,多少錢？,How much will it be?
4453,這個幾塊？,How much will it be?
4454,這間動物園多久了？,How old is this zoo?
4455,你兒子幾歲?,How old is your son?
4456,釣魚怎麼樣？,How was the fishing?
4457,研討會怎麼樣？,How was the seminar?
4458,夏天過得怎麼樣？,How was your summer?
4459,你女兒怎麼了？,How's your daughter?
4460,我總是用功讀書。,I always study hard.
4461,我怕狗。,I am afraid of dogs.
4462,我是一名電工。,I am an electrician.
4463,我跟她訂婚了。,I am engaged to her.
4464,我今天在東京。,I am in Tokyo today.
4465,我到達倫敦了。,I arrived in London.
4466,我匆忙的吃了午餐。,I ate a hasty lunch.
4467,我信鬼神之說。,I believe in ghosts.
4468,我蓋了棟新房子。,I built a new house.
4469,我三點鐘可以來。,I can come at three.
4470,我明天能來。,I can come tomorrow.
4471,我也能幫你。,"I can help you, too."
4472,我能看到光線。,I can see the light.
4473,我會講英語。,I can speak English.
4474,我隨時可以開始。,I can start anytime.
4475,我這回能贏。,I can win this time.
4476,我買不起那個。,I can't afford that.
4477,我不會做任何事。,I can't do anything.
4478,我睡不著。,I can't fall asleep.
4479,我睡不著覺。,I can't fall asleep.
4480,我找不到我的包了。,I can't find my bag.
4481,我找不到我的筆。,I can't find my pen.
4482,我一點也不會游泳。,I can't swim at all.
4483,我清理了桌子。,I cleared the table.
4484,我繼續唱歌。,I continued singing.
4485,我繼續唱歌。,I continued singing.
4486,我繼續工作。,I continued working.
4487,我聽不見你。,I couldn't hear you.
4488,我沒有預定這個。,I didn't order this.
4489,我什麼人都沒看見。,I didn't see anyone.
4490,我不同意你的看法。,I disagree with you.
4491,我沒有貓。,I do not have a cat.
4492,我睡不好。,I do not sleep well.
4493,我不吃橙子。,I don't eat oranges.
4494,我沒有腳踏車。,I don't have a bike.
4495,我不喜歡電影。,I don't like movies.
4496,我不喜歡學校。,I don't like school.
4497,我不喜歡夏天。,I don't like summer.
4498,我不喜歡冬天。,I don't like winter.
4499,我誰也不需要。,I don't need anyone.
4500,我看不出為什麼不。,I don't see why not.
4501,我不想吃。,I don't want to eat.
4502,我夢到你了。,I dreamed about you.
4503,我今晚感覺良好。,I felt good tonight.
4504,我忘了問湯姆。,I forgot to ask Tom.
4505,我忘了問他。,I forgot to ask him.
4506,我忘記問他了。,I forgot to ask him.
4507,把我的心給你。,I give you my heart.
4508,我七點回到家。,I got home at seven.
4509,我在波士頓成長。,I grew up in Boston.
4510,我討厭我的鄰居。,I hate my neighbors.
4511,我有個字典。,I have a dictionary.
4512,我有一個字典。,I have a dictionary.
4513,我燒得很厲害。,I have a high fever.
4514,我去過羅馬。,I have been to Rome.
4515,我的嘴裂開了。,I have chapped lips.
4516,我該去睡覺了。,I have to go to bed.
4517,我該上床了。,I have to go to bed.
4518,我該走了。,I have to leave now.
4519,我得留在家。,I have to stay home.
4520,我聽見她唱歌了。,I heard her singing.
4521,我希望你能來。,I hope you can come.
4522,我剛打掃過這個。,I just cleaned this.
4523,我只想休息一下,I just need a break.
4524,我知道湯姆累。,I know Tom is tired.
4525,他們中的任何一位我都不認識。,I know none of them.
4526,我知道那種感覺。,I know that feeling.
4527,我知道你做了什麼。,I know what you did.
4528,我知道她在哪裡。,I know where she is.
4529,我知道你難過。,I know you're upset.
4530,我喜歡火龍果。,I like dragon fruit.
4531,我喜歡他們每一個。,I like each of them.
4532,我喜歡吃水果。,I like eating fruit.
4533,我很喜歡電影。,I like movies a lot.
4534,我喜歡散步。,I like taking walks.
4535,我住在這區。,I live in this area.
4536,我住得太遠了。,I live too far away.
4537,我很愛喝茶。,I love drinking tea.
4538,我需要個更大的箱子。,I need a bigger box.
4539,我該去睡覺了。,I need to go to bed.
4540,我從沒玩過高爾夫。,I never played golf.
4541,我注意到一個圖案。,I noticed a pattern.
4542,我常常感冒。,I often catch colds.
4543,我經常吃雞。,I often eat chicken.
4544,我迅速地吃了午飯。,I quickly ate lunch.
4545,我真的很倒黴！,I really am unlucky!
4546,我真的不在乎。,I really don't care.
4547,我真的不會唱。,I really don't sing.
4548,我真的得走了。,I really have to go.
4549,我記得這張地圖。,I remember this map.
4550,我去年退休了。,I retired last year.
4551,我上週見到了他。,I saw him last week.
4552,我就是不知道。,I simply don't know.
4553,我在沙發上睡的。,I slept on the sofa.
4554,我也說法語。,"I speak French, too."
4555,我和朋友們交談。,I talked to friends.
4556,我覺得Tom人很好。,I think Tom is good.
4557,我認為我們準備好了。,I think we're ready.
4558,我認為你傻。,I think you're dumb.
4559,我也是這麼想的。,"I thought that, too."
4560,我對湯姆說我很好。,I told Tom I was OK.
4561,我試著要告訴你。,I tried to tell you.
4562,我要讓湯姆去做。,I want Tom to do it.
4563,我想找女朋友。,I want a girlfriend.
4564,我想再來一杯啤酒。,I want another beer.
4565,我想喝醉。,I want to get drunk.
4566,我想要出國。,I want to go abroad.
4567,我想住在這裡。,I want to live here.
4568,我要參與。,I want to take part.
4569,我要你放鬆一下。,I want you to relax.
4570,我想要聽聽你的意見。,I want your opinion.
4571,我已經累了。,I was already tired.
4572,我昨天生病了。,I was ill yesterday.
4573,我之前在撒謊。,I was lying earlier.
4574,我真是餓了。,I was pretty hungry.
4575,我被煩死了。,I was quite annoyed.
4576,我當時不孤單。,I wasn't alone then.
4577,我會再試一次。,I will try it again.
4578,我希望我會游泳。,I wish I could swim.
4579,但願我還年輕。,I wish I were young.
4580,我不會放棄你的。,I won't abandon you.
4581,我不接受。,I won't accept that.
4582,不會再有下次了。,I won't do it again.
4583,我不會保持沉默的。,I won't stay silent.
4584,我在一家工廠工作。,I work in a factory.
4585,我全寫下來了。,I wrote it all down.
4586,我想做更多。,I'd like to do more.
4587,我寧願避免這種事。,I'd rather avoid it.
4588,我十點回來。,I'll be back at ten.
4589,我馬上過去!,I'll be right there.
4590,我晚點打給你。,I'll call you later.
4591,我明天再做。,I'll do it tomorrow.
4592,我開車送你回家。,I'll drive you home.
4593,我一會兒就來。,I'll join you later.
4594,我讓你來決定。,I'll let you decide.
4595,我會讓你幸福的。,I'll make you happy.
4596,我六點半回來。,I'll return at 6:30.
4597,我是湯姆的助手。,I'm Tom's assistant.
4598,我是個社會工作人員。,I'm a social worker.
4599,我是這裡的外地人。,I'm a stranger here.
4600,我怕死。,I'm afraid of death.
4601,我怕死。,I'm afraid of dying.
4602,我差不多完成了。,I'm almost finished.
4603,我已婚。,I'm already married.
4604,我和他同年。,I'm as old as he is.
4605,我就指望你了。,I'm counting on you.
4606,我為你著迷。,I'm crazy about you.
4607,我為你瘋狂。,I'm crazy about you.
4608,我快渴死了。,I'm dying of thirst.
4609,我現在正在吃米飯。,I'm eating rice now.
4610,困死了。,I'm extremely tired.
4611,我很疲憊。,I'm extremely tired.
4612,我去學校了。,I'm going to school.
4613,我唱歌很好聽。,I'm good at singing.
4614,我差不多完成了。,I'm just about done.
4615,我在找你。,I'm looking for you.
4616,我差不多完成了。,I'm nearly finished.
4617,我一點也不累。,I'm not a bit tired.
4618,我不是一名警察。,I'm not a policeman.
4619,我一點都不好。,I'm not well at all.
4620,我不是你們的媽媽。,I'm not your mother.
4621,我不是你母親。,I'm not your mother.
4622,我現在在屋頂上。,I'm on the roof now.
4623,我不擅長畫畫。,I'm poor at drawing.
4624,我已經準備去死了。,I'm prepared to die.
4625,我為我兒子感到驕傲。,I'm proud of my son.
4626,沒有你我很悲傷。,I'm sad without you.
4627,我厭倦了英語。,I'm sick of English.
4628,我被工作困住了。,I'm stuck in my job.
4629,我比你高。,I'm taller than you.
4630,我肚子餓極了。,I'm terribly hungry.
4631,這是我的錯。,I'm to blame for it.
4632,我今天很忙。,I'm very busy today.
4633,我現在非常餓。,I'm very hungry now.
4634,我很有條理。,I'm very methodical.
4635,我在等他。,I'm waiting for him.
4636,我正在看電視。,I'm watching TV now.
4637,我進過監獄。,I've been in prison.
4638,我頭痛。,I've got a headache.
4639,我沒有朋友。,I've got no friends.
4640,我有事要做。,I've got work to do.
4641,今天我一直很忙。,I've had a busy day.
4642,我剛吃過午飯。,I've just had lunch.
4643,我的鉛筆掉了。,I've lost my pencil.
4644,我把票弄丟了。,I've lost my ticket.
4645,我掉了我的錢包。,I've lost my wallet.
4646,我搞錯了。,I've made a mistake.
4647,我犯了一個錯。,I've made a mistake.
4648,我錯過了太多。,I've missed so much.
4649,我見過湯姆光著。,I've seen Tom naked.
4650,湯姆在幫瑪麗嗎？,Is Tom helping Mary?
4651,那邊有人嗎？,Is anybody in there?
4652,離這兒遠嗎？,Is it far from here?
4653,那是我們的問題嗎？,Is that our problem?
4654,那是車站嗎？,Is that the station?
4655,這真是真的嗎？,Is this really real?
4656,這是你的家人嗎？,Is this your family?
4657,這是你的鉛筆嗎？,Is this your pencil?
4658,它有危險。,It can be dangerous.
4659,可不容易。,It hasn't been easy.
4660,這太貴了。,It is too expensive.
4661,春天尚未來臨。,It isn't spring yet.
4662,看上去很可疑。,It looks suspicious.
4663,它可能永遠都不會發生。,It may never happen.
4664,昨天下雨了。,It rained yesterday.
4665,自作自受。,It serves you right.
